,PassengerId,Name,Title,Sex,Age,AgeCategory,FamilyMembers,Pclass,Ticket,Fare,Embarked,C,Q,S,Survived
837,838,"Sirota, Mr. Maurice",Mr,1,28.0,Youngadult,0,3,392092,8.05,S,0.0,0.0,1.0,0
838,839,"Chip, Mr. Chang",Mr,1,32.0,Youngadult,0,3,1601,56.4958,S,0.0,0.0,1.0,1
839,840,"Marechal, Mr. Pierre",Mr,1,28.0,Youngadult,0,1,11774,29.7,C,1.0,0.0,0.0,1
840,841,"Alhomaki, Mr. Ilmari Rudolf",Mr,1,20.0,Teenager,0,3,SOTON/O2 3101287,7.925,S,0.0,0.0,1.0,0
841,842,"Mudd, Mr. Thomas Charles",Mr,1,16.0,Teenager,0,2,S.O./P.P. 3,10.5,S,0.0,0.0,1.0,0
842,843,"Serepeca, Miss. Augusta",Miss,0,30.0,Youngadult,0,1,113798,31.0,C,1.0,0.0,0.0,1
843,844,"Lemberopolous, Mr. Peter L",Mr,1,34.5,Youngadult,0,3,2683,6.4375,C,1.0,0.0,0.0,0
844,845,"Culumovic, Mr. Jeso",Mr,1,17.0,Teenager,0,3,315090,8.6625,S,0.0,0.0,1.0,0
845,846,"Abbing, Mr. Anthony",Mr,1,42.0,Adult,0,3,C.A. 5547,7.55,S,0.0,0.0,1.0,0
846,847,"Sage, Mr. Douglas Bullen",Mr,1,28.0,Youngadult,10,3,CA. 2343,69.55,S,0.0,0.0,1.0,0
847,848,"Markoff, Mr. Marin",Mr,1,35.0,Youngadult,0,3,349213,7.8958,C,1.0,0.0,0.0,0
848,849,"Harper, Rev. John",Officer,1,28.0,Youngadult,1,2,248727,33.0,S,0.0,0.0,1.0,0
849,850,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",Mrs,0,28.0,Youngadult,1,1,17453,89.1042,C,1.0,0.0,0.0,1
850,851,"Andersson, Master. Sigvard Harald Elias",Master,1,4.0,Child,6,3,347082,31.275,S,0.0,0.0,1.0,0
851,852,"Svensson, Mr. Johan",Mr,1,74.0,Elderly,0,3,347060,7.775,S,0.0,0.0,1.0,0
852,853,"Boulos, Miss. Nourelain",Miss,0,9.0,Child,2,3,2678,15.2458,C,1.0,0.0,0.0,0
853,854,"Lines, Miss. Mary Conover",Miss,0,16.0,Teenager,1,1,PC 17592,39.4,S,0.0,0.0,1.0,1
854,855,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",Mrs,0,44.0,Adult,1,2,244252,26.0,S,0.0,0.0,1.0,0
855,856,"Aks, Mrs. Sam (Leah Rosen)",Mrs,0,18.0,Teenager,1,3,392091,9.35,S,0.0,0.0,1.0,1
856,857,"Wick, Mrs. George Dennick (Mary Hitchcock)",Mrs,0,45.0,Adult,2,1,36928,164.8667,S,0.0,0.0,1.0,1
857,858,"Daly, Mr. Peter Denis ",Mr,1,51.0,Adult,0,1,113055,26.55,S,0.0,0.0,1.0,1
858,859,"Baclini, Mrs. Solomon (Latifa Qurban)",Mrs,0,24.0,Teenager,3,3,2666,19.2583,C,1.0,0.0,0.0,1
859,860,"Razi, Mr. Raihed",Mr,1,28.0,Youngadult,0,3,2629,7.2292,C,1.0,0.0,0.0,0
860,861,"Hansen, Mr. Claus Peter",Mr,1,41.0,Adult,2,3,350026,14.1083,S,0.0,0.0,1.0,0
861,862,"Giles, Mr. Frederick Edward",Mr,1,21.0,Teenager,1,2,28134,11.5,S,0.0,0.0,1.0,0
862,863,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",Mrs,0,48.0,Adult,0,1,17466,25.9292,S,0.0,0.0,1.0,1
863,864,"Sage, Miss. Dorothy Edith ""Dolly""",Miss,0,28.0,Youngadult,10,3,CA. 2343,69.55,S,0.0,0.0,1.0,0
864,865,"Gill, Mr. John William",Mr,1,24.0,Teenager,0,2,233866,13.0,S,0.0,0.0,1.0,0
865,866,"Bystrom, Mrs. (Karolina)",Mrs,0,42.0,Adult,0,2,236852,13.0,S,0.0,0.0,1.0,1
866,867,"Duran y More, Miss. Asuncion",Miss,0,27.0,Youngadult,1,2,SC/PARIS 2149,13.8583,C,1.0,0.0,0.0,1
867,868,"Roebling, Mr. Washington Augustus II",Mr,1,31.0,Youngadult,0,1,PC 17590,50.4958,S,0.0,0.0,1.0,0
868,869,"van Melkebeke, Mr. Philemon",Mr,1,28.0,Youngadult,0,3,345777,9.5,S,0.0,0.0,1.0,0
869,870,"Johnson, Master. Harold Theodor",Master,1,4.0,Child,2,3,347742,11.1333,S,0.0,0.0,1.0,1
870,871,"Balkic, Mr. Cerin",Mr,1,26.0,Youngadult,0,3,349248,7.8958,S,0.0,0.0,1.0,0
871,872,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",Mrs,0,47.0,Adult,2,1,11751,52.5542,S,0.0,0.0,1.0,1
872,873,"Carlsson, Mr. Frans Olof",Mr,1,33.0,Youngadult,0,1,695,5.0,S,0.0,0.0,1.0,0
873,874,"Vander Cruyssen, Mr. Victor",Mr,1,47.0,Adult,0,3,345765,9.0,S,0.0,0.0,1.0,0
874,875,"Abelson, Mrs. Samuel (Hannah Wizosky)",Mrs,0,28.0,Youngadult,1,2,P/PP 3381,24.0,C,1.0,0.0,0.0,1
875,876,"Najib, Miss. Adele Kiamie ""Jane""",Miss,0,15.0,Teenager,0,3,2667,7.225,C,1.0,0.0,0.0,1
876,877,"Gustafsson, Mr. Alfred Ossian",Mr,1,20.0,Teenager,0,3,7534,9.8458,S,0.0,0.0,1.0,0
877,878,"Petroff, Mr. Nedelio",Mr,1,19.0,Teenager,0,3,349212,7.8958,S,0.0,0.0,1.0,0
878,879,"Laleff, Mr. Kristo",Mr,1,28.0,Youngadult,0,3,349217,7.8958,S,0.0,0.0,1.0,0
879,880,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",Mrs,0,56.0,Adult,1,1,11767,83.1583,C,1.0,0.0,0.0,1
880,881,"Shelley, Mrs. William (Imanita Parrish Hall)",Mrs,0,25.0,Teenager,1,2,230433,26.0,S,0.0,0.0,1.0,1
881,882,"Markun, Mr. Johann",Mr,1,33.0,Youngadult,0,3,349257,7.8958,S,0.0,0.0,1.0,0
882,883,"Dahlberg, Miss. Gerda Ulrika",Miss,0,22.0,Teenager,0,3,7552,10.5167,S,0.0,0.0,1.0,0
883,884,"Banfield, Mr. Frederick James",Mr,1,28.0,Youngadult,0,2,C.A./SOTON 34068,10.5,S,0.0,0.0,1.0,0
884,885,"Sutehall, Mr. Henry Jr",Mr,1,25.0,Teenager,0,3,SOTON/OQ 392076,7.05,S,0.0,0.0,1.0,0
885,886,"Rice, Mrs. William (Margaret Norton)",Mrs,0,39.0,Adult,5,3,382652,29.125,Q,0.0,1.0,0.0,0
886,887,"Montvila, Rev. Juozas",Officer,1,27.0,Youngadult,0,2,211536,13.0,S,0.0,0.0,1.0,0
887,888,"Graham, Miss. Margaret Edith",Miss,0,19.0,Teenager,0,1,112053,30.0,S,0.0,0.0,1.0,1
888,889,"Johnston, Miss. Catherine Helen ""Carrie""",Miss,0,28.0,Youngadult,3,3,W./C. 6607,23.45,S,0.0,0.0,1.0,0
889,890,"Behr, Mr. Karl Howell",Mr,1,26.0,Youngadult,0,1,111369,30.0,C,1.0,0.0,0.0,1
890,891,"Dooley, Mr. Patrick",Mr,1,32.0,Youngadult,0,3,370376,7.75,Q,0.0,1.0,0.0,0
